name,constituency,email,website,office_type,office_title,office_address,office_city,office_province,office_postal_code,office_note,office_phone,office_fax,source,time_retrieved
Ron McKinnon,Coquitlam—Port Coquitlam,ron.mckinnon@parl.gc.ca,http://ronmckinnon.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-9650,613-992-9868,https://www.ourcommons.ca/members/en/ron-mckinnon(59293),1705764558727
Ron McKinnon,Coquitlam—Port Coquitlam,ron.mckinnon@parl.gc.ca,http://ronmckinnon.libparl.ca,Constituency Office,Main office -  Port Coquitlam,,Port Coquitlam,British Columbia,V3C 3L8,,604-927-1080,604-927-1084,https://www.ourcommons.ca/members/en/ron-mckinnon(59293),1705764558727
Greg McLean,Calgary Centre,greg.mclean@parl.gc.ca,http://www.gregmcleanmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-1561,613-995-1862,https://www.ourcommons.ca/members/en/greg-mclean(105623),1705764558727
Greg McLean,Calgary Centre,greg.mclean@parl.gc.ca,http://www.gregmcleanmp.ca,Constituency Office,Main office -  Calgary,,Calgary,Alberta,T2R 1J6,,403-244-1880,403-245-3468,https://www.ourcommons.ca/members/en/greg-mclean(105623),1705764558727
Michael V. McLeod,Northwest Territories,michael.mcleod@parl.gc.ca,http://michaelmcleod.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-4587,613-992-1586,https://www.ourcommons.ca/members/en/michael-v-mcleod(89374),1705764558727
Michael V. McLeod,Northwest Territories,michael.mcleod@parl.gc.ca,http://michaelmcleod.libparl.ca,Constituency Office,Main office -  Yellowknife,,Yellowknife,Northwest Territories,X1A 1N5,,867-873-6995,867-920-4233,https://www.ourcommons.ca/members/en/michael-v-mcleod(89374),1705764558727
Heather McPherson,Edmonton Strathcona,Heather.McPherson@parl.gc.ca,http://heathermcpherson.ndp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7325,613-995-5342,https://www.ourcommons.ca/members/en/heather-mcpherson(105689),1705764558727
Heather McPherson,Edmonton Strathcona,Heather.McPherson@parl.gc.ca,http://heathermcpherson.ndp.ca,Constituency Office,Main office -  Edmonton,,Edmonton,Alberta,T6E 1W7,,780-495-8404,780-495-8403,https://www.ourcommons.ca/members/en/heather-mcpherson(105689),1705764558727
Eric Melillo,Kenora,Eric.Melillo@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-1161,613-996-1759,https://www.ourcommons.ca/members/en/eric-melillo(105186),1705764558727
Eric Melillo,Kenora,Eric.Melillo@parl.gc.ca,,Constituency Office,Main office -  Kenora,,Kenora,Ontario,P9N 1G4,,807-468-2170,807-468-4896,https://www.ourcommons.ca/members/en/eric-melillo(105186),1705764558727
Eric Melillo,Kenora,Eric.Melillo@parl.gc.ca,,Constituency Office,Dryden,,Dryden,Ontario,P8N 1A7,,807-223-2182,1-866-710-0008,https://www.ourcommons.ca/members/en/eric-melillo(105186),1705764558727
Alexandra Mendès,Brossard—Saint-Lambert,alexandra.mendes@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-9301,613-992-7273,https://www.ourcommons.ca/members/en/alexandra-mendes(58621),1705764558727
Alexandra Mendès,Brossard—Saint-Lambert,alexandra.mendes@parl.gc.ca,,Constituency Office,Main office -  Brossard,,Brossard,Quebec,J4Z 1A7,,450-466-6872,450-466-9822,https://www.ourcommons.ca/members/en/alexandra-mendes(58621),1705764558727
The Honourable Marco Mendicino,Eglinton—Lawrence,marco.mendicino@parl.gc.ca,,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6361,613-992-9791,https://www.ourcommons.ca/members/en/marco-mendicino(88738),1705764558727
The Honourable Marco Mendicino,Eglinton—Lawrence,marco.mendicino@parl.gc.ca,,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M6A 1A3,,416-781-5583,416-781-5586,https://www.ourcommons.ca/members/en/marco-mendicino(88738),1705764558727
Wilson Miao,Richmond Centre,wilson.miao@parl.gc.ca,http://wilsonmiaomp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-2021,613-995-2174,https://www.ourcommons.ca/members/en/wilson-miao(111048),1705764558727
Wilson Miao,Richmond Centre,wilson.miao@parl.gc.ca,http://wilsonmiaomp.ca,Constituency Office,Main office -  Richmond,,Richmond,British Columbia,V6X 1A3,,604-775-5790,604-775-5789,https://www.ourcommons.ca/members/en/wilson-miao(111048),1705764558727
Kristina Michaud,Avignon—La Mitis—Matane—Matapédia,Kristina.Michaud@parl.gc.ca,http://www.kristinamichaud.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-1013,613-995-5184,https://www.ourcommons.ca/members/en/kristina-michaud(104648),1705764558727
Kristina Michaud,Avignon—La Mitis—Matane—Matapédia,Kristina.Michaud@parl.gc.ca,http://www.kristinamichaud.quebec,Constituency Office,Main office -  Amqui,,Amqui,Quebec,G5J 2B8,,418-629-6456,418-631-1204,https://www.ourcommons.ca/members/en/kristina-michaud(104648),1705764558727
Kristina Michaud,Avignon—La Mitis—Matane—Matapédia,Kristina.Michaud@parl.gc.ca,http://www.kristinamichaud.quebec,Constituency Office,Matane,,Matane,Quebec,G4W 2B8,,418-562-0343,418-562-7655,https://www.ourcommons.ca/members/en/kristina-michaud(104648),1705764558727
Kristina Michaud,Avignon—La Mitis—Matane—Matapédia,Kristina.Michaud@parl.gc.ca,http://www.kristinamichaud.quebec,Constituency Office,Price,,Price,Quebec,G0J 1Z0,,418-429-9278,,https://www.ourcommons.ca/members/en/kristina-michaud(104648),1705764558727
The Honourable Marc Miller,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Marc.Miller@parl.gc.ca,http://marcmiller.libparl.ca/?lang=en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-6403,613-995-6404,https://www.ourcommons.ca/members/en/marc-miller(88660),1705764558727
The Honourable Marc Miller,Ville-Marie—Le Sud-Ouest—Île-des-Soeurs,Marc.Miller@parl.gc.ca,http://marcmiller.libparl.ca/?lang=en,Constituency Office,Main office -  Montréal,,Montréal,Quebec,H4C 1G7,,514-496-4885,514-496-8097,https://www.ourcommons.ca/members/en/marc-miller(88660),1705764558727
The Honourable Rob Moore,Fundy Royal,Rob.Moore@parl.gc.ca,http://www.robmoore.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-2332,613-995-4286,https://www.ourcommons.ca/members/en/rob-moore(17210),1705764558727
The Honourable Rob Moore,Fundy Royal,Rob.Moore@parl.gc.ca,http://www.robmoore.ca,Constituency Office,Main office -  Hampton,,Hampton,New Brunswick,E5N 6C2,,506-832-4200,506-832-4235,https://www.ourcommons.ca/members/en/rob-moore(17210),1705764558727
Marty Morantz,Charleswood—St. James—Assiniboia—Headingley,Marty.Morantz@parl.gc.ca,http://www.martymorantz.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-5609,613-992-3199,https://www.ourcommons.ca/members/en/marty-morantz(105511),1705764558727
Marty Morantz,Charleswood—St. James—Assiniboia—Headingley,Marty.Morantz@parl.gc.ca,http://www.martymorantz.ca,Constituency Office,Main office -  Winnipeg,,Winnipeg,Manitoba,R3K 0Y2,,204-984-6432,204-984-6451,https://www.ourcommons.ca/members/en/marty-morantz(105511),1705764558727
Mike Morrice,Kitchener Centre,mike.morrice@parl.gc.ca,http://mikemorricemp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8913,613-996-7329,https://www.ourcommons.ca/members/en/mike-morrice(110476),1705764558727
Mike Morrice,Kitchener Centre,mike.morrice@parl.gc.ca,http://mikemorricemp.ca,Constituency Office,Main office -  Kitchener,,Kitchener,Ontario,N2G 1B9,,519-741-2001,519-579-2404,https://www.ourcommons.ca/members/en/mike-morrice(110476),1705764558727
Rob Morrison,Kootenay—Columbia,Rob.Morrison@parl.gc.ca,http://robmorrisonmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-7246,613-996-9923,https://www.ourcommons.ca/members/en/rob-morrison(105807),1705764558727
Rob Morrison,Kootenay—Columbia,Rob.Morrison@parl.gc.ca,http://robmorrisonmp.ca,Constituency Office,Main office -  Cranbrook,,Cranbrook,British Columbia,V1C 4X8,,250-417-2250,250-417-2253,https://www.ourcommons.ca/members/en/rob-morrison(105807),1705764558727
Robert J. Morrissey,Egmont,robert.morrissey@parl.gc.ca,http://robertmorrissey.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-9223,613-992-1974,https://www.ourcommons.ca/members/en/robert-j-morrissey(88308),1705764558727
Robert J. Morrissey,Egmont,robert.morrissey@parl.gc.ca,http://robertmorrissey.libparl.ca,Constituency Office,Main office -  Summerside,,Summerside,Prince Edward Island,C1N 5P1,,1-800-224-0018,902-432-6853,https://www.ourcommons.ca/members/en/robert-j-morrissey(88308),1705764558727
Glen Motz,Medicine Hat—Cardston—Warner,glen.motz@parl.gc.ca,http://glenmotzmp.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-0633,613-995-5752,https://www.ourcommons.ca/members/en/glen-motz(94305),1705764558727
Glen Motz,Medicine Hat—Cardston—Warner,glen.motz@parl.gc.ca,http://glenmotzmp.com,Constituency Office,Main office -  Medicine Hat,,Medicine Hat,Alberta,T1A 3P9,,1-844-781-9061,403-528-4365,https://www.ourcommons.ca/members/en/glen-motz(94305),1705764558727
The Honourable Joyce Murray,Vancouver Quadra,joyce.murray@parl.gc.ca,http://joycemurray.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2430,613-995-0770,https://www.ourcommons.ca/members/en/joyce-murray(35950),1705764558727
The Honourable Joyce Murray,Vancouver Quadra,joyce.murray@parl.gc.ca,http://joycemurray.libparl.ca,Constituency Office,Main office -  Vancouver,,Vancouver,British Columbia,V6K 2C8,,604-664-9220,604-664-9221,https://www.ourcommons.ca/members/en/joyce-murray(35950),1705764558727
Dan Muys,Flamborough—Glanbrook,dan.muys@parl.gc.ca,http://danmuysmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-4984,613-996-4986,https://www.ourcommons.ca/members/en/dan-muys(110415),1705764558727
Dan Muys,Flamborough—Glanbrook,dan.muys@parl.gc.ca,http://danmuysmp.ca,Constituency Office,Dundas,,Dundas,Ontario,L9H 7L6,,905-689-1115,905-689-1124,https://www.ourcommons.ca/members/en/dan-muys(110415),1705764558727
Dan Muys,Flamborough—Glanbrook,dan.muys@parl.gc.ca,http://danmuysmp.ca,Constituency Office,Main office -  Binbrook,,Binbrook,Ontario,L0R 1C0,,905-692-2917,,https://www.ourcommons.ca/members/en/dan-muys(110415),1705764558727
Yasir Naqvi,Ottawa Centre,yasir.naqvi@parl.gc.ca,http://yasirnaqvi.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-5322,613-996-5323,https://www.ourcommons.ca/members/en/yasir-naqvi(110572),1705764558727
Yasir Naqvi,Ottawa Centre,yasir.naqvi@parl.gc.ca,http://yasirnaqvi.libparl.ca,Constituency Office,Main office -  Ottawa,,Ottawa,Ontario,K1Y 4T3,,613-946-8682,613-946-8680,https://www.ourcommons.ca/members/en/yasir-naqvi(110572),1705764558727
John Nater,Perth—Wellington,john.nater@parl.gc.ca,http://www.johnnater.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-6124,613-998-7902,https://www.ourcommons.ca/members/en/john-nater(88917),1705764558727
John Nater,Perth—Wellington,john.nater@parl.gc.ca,http://www.johnnater.ca,Constituency Office,Main office -  Stratford,,Stratford,Ontario,N5A 6S4,,519-273-1400,519-273-9045,https://www.ourcommons.ca/members/en/john-nater(88917),1705764558727
John Nater,Perth—Wellington,john.nater@parl.gc.ca,http://www.johnnater.ca,Constituency Office,Harriston,,Harriston,Ontario,N0G 1Z0,,519-338-3589,519-338-5615,https://www.ourcommons.ca/members/en/john-nater(88917),1705764558727
The Honourable Mary Ng,Markham—Thornhill,mary.ng@parl.gc.ca,http://maryng.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-3374,613-992-3921,https://www.ourcommons.ca/members/en/mary-ng(96352),1705764558727
The Honourable Mary Ng,Markham—Thornhill,mary.ng@parl.gc.ca,http://maryng.libparl.ca,Constituency Office,Main office -  Markham,,Markham,Ontario,L3R 5X1,,905-479-8100,905-479-3440,https://www.ourcommons.ca/members/en/mary-ng(96352),1705764558727
Taleeb Noormohamed,Vancouver Granville,taleeb.noormohamed@parl.gc.ca,http://www.taleeb.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-1416,613-992-1460,https://www.ourcommons.ca/members/en/taleeb-noormohamed(72023),1705764558727
Taleeb Noormohamed,Vancouver Granville,taleeb.noormohamed@parl.gc.ca,http://www.taleeb.ca,Constituency Office,Main office -  Vancouver,,Vancouver,British Columbia,V6H 3J9,,604-717-1140,604-717-1144,https://www.ourcommons.ca/members/en/taleeb-noormohamed(72023),1705764558727
Christine Normandin,Saint-Jean,Christine.Normandin@parl.gc.ca,http://www.christinenormandin.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5296,613-992-9849,https://www.ourcommons.ca/members/en/christine-normandin(104947),1705764558727
Christine Normandin,Saint-Jean,Christine.Normandin@parl.gc.ca,http://www.christinenormandin.quebec,Constituency Office,Main office -  Saint-Jean-sur-Richelieu,,Saint-Jean-sur-Richelieu,Quebec,J3B 6X3,,450-357-9100,450-357-9109,https://www.ourcommons.ca/members/en/christine-normandin(104947),1705764558727
Jennifer O'Connell,Pickering—Uxbridge,jennifer.oconnell@parl.gc.ca,http://jenniferoconnell.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8082,613-993-6587,https://www.ourcommons.ca/members/en/jennifer-oconnell(88925),1705764558727
Jennifer O'Connell,Pickering—Uxbridge,jennifer.oconnell@parl.gc.ca,http://jenniferoconnell.libparl.ca,Constituency Office,Main office -  Pickering,,Pickering,Ontario,L1V 1B4,,905-839-2878,905-839-2423,https://www.ourcommons.ca/members/en/jennifer-oconnell(88925),1705764558727
The Honourable Robert Oliphant,Don Valley West,rob.oliphant@parl.gc.ca,http://robertoliphant.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-2855,613-995-1635,https://www.ourcommons.ca/members/en/robert-oliphant(58858),1705764558727
The Honourable Robert Oliphant,Don Valley West,rob.oliphant@parl.gc.ca,http://robertoliphant.libparl.ca,Constituency Office,Main office -  Toronto,,Toronto,Ontario,M4G 3C2,,416-467-7275,416-467-8550,https://www.ourcommons.ca/members/en/robert-oliphant(58858),1705764558727
The Honourable Seamus O'Regan,St. John's South—Mount Pearl,seamus.oregan@parl.gc.ca,http://seamusoregan.libparl.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0927,613-995-7858,https://www.ourcommons.ca/members/en/seamus-oregan(88299),1705764558727
The Honourable Seamus O'Regan,St. John's South—Mount Pearl,seamus.oregan@parl.gc.ca,http://seamusoregan.libparl.ca,Constituency Office,Main office -  St. John's,,St. John's,Newfoundland and Labrador,A1E 2E3,,709-772-4608,709-772-4776,https://www.ourcommons.ca/members/en/seamus-oregan(88299),1705764558727
Jeremy Patzer,Cypress Hills—Grasslands,Jeremy.Patzer@parl.gc.ca,http://jeremypatzer.com,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-0657,613-992-5508,https://www.ourcommons.ca/members/en/jeremy-patzer(105559),1705764558727
Jeremy Patzer,Cypress Hills—Grasslands,Jeremy.Patzer@parl.gc.ca,http://jeremypatzer.com,Constituency Office,Main office -  Swift Current,,Swift Current,Saskatchewan,S9H 0K7,,306-778-4480,306-778-6981,https://www.ourcommons.ca/members/en/jeremy-patzer(105559),1705764558727
Pierre Paul-Hus,Charlesbourg—Haute-Saint-Charles,Pierre.Paul-Hus@parl.gc.ca,http://www.pierrepaul-hus.ca/en,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-995-8857,613-995-1625,https://www.ourcommons.ca/members/en/pierre-paul-hus(71454),1705764558727
Pierre Paul-Hus,Charlesbourg—Haute-Saint-Charles,Pierre.Paul-Hus@parl.gc.ca,http://www.pierrepaul-hus.ca/en,Constituency Office,Main office -  Québec,,Québec,Quebec,G1G 4E2,,418-624-0022,418-624-1095,https://www.ourcommons.ca/members/en/pierre-paul-hus(71454),1705764558727
Monique Pauzé,Repentigny,monique.pauze@parl.gc.ca,http://www.moniquepauze.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5257,613-996-4338,https://www.ourcommons.ca/members/en/monique-pauze(88595),1705764558727
Monique Pauzé,Repentigny,monique.pauze@parl.gc.ca,http://www.moniquepauze.quebec,Constituency Office,Main office -  Repentigny,,Repentigny,Quebec,J6A 2P9,,450-581-3896,450-581-9958,https://www.ourcommons.ca/members/en/monique-pauze(88595),1705764558727
Rick Perkins,South Shore—St. Margarets,rick.perkins@parl.gc.ca,http://rickperkinsmp.ca,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-996-0877,613-996-0878,https://www.ourcommons.ca/members/en/rick-perkins(109922),1705764558727
Rick Perkins,South Shore—St. Margarets,rick.perkins@parl.gc.ca,http://rickperkinsmp.ca,Constituency Office,Main office -  Bridgewater,,Bridgewater,Nova Scotia,B4V 1B3,,902-527-5655,902-527-5656,https://www.ourcommons.ca/members/en/rick-perkins(109922),1705764558727
Rick Perkins,South Shore—St. Margarets,rick.perkins@parl.gc.ca,http://rickperkinsmp.ca,Constituency Office,Barrington,,Barrington,Nova Scotia,B0W 1E0,,902-637-8611,,https://www.ourcommons.ca/members/en/rick-perkins(109922),1705764558727
Yves Perron,Berthier—Maskinongé,Yves.Perron@parl.gc.ca,http://www.yvesperron.quebec,Hill Office,House of Commons *,,Ottawa,Ontario,K1A 0A6,* Mail may be sent postage-free to any member of Parliament.,613-992-5681,613-992-7276,https://www.ourcommons.ca/members/en/yves-perron(88418),1705764558727
